conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Klasifikasi,Keyword
1390937351510130690,Sat May 08 07:51:21 +0000 2021,0,Sudah berjam-jam internet/TV First Media mati di Pondok Hijau Bekasi. Sangat menggangg! Apa jawabmu @FirstMediaCares ?,1390937351510130690,,,in,,0,2,0,https://x.com/undefined/status/1390937351510130690,1159119302491951104,,Negatif,
1387715820113956871,Sat May 01 03:11:09 +0000 2021,0,@FirstMediaCares ini First media Lgi ngelag ya dapetnya 1 mbps Di daerah bekasi jatibening,1388330123200368641,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1388330123200368641,1315746473980489728,,Negatif,lag
1386587111784996868,Mon Apr 26 07:46:56 +0000 2021,0,@WEBCOMICFESS First media. Ga rekomen sih untuk di bekasi ,1386587586131480579,,WEBCOMICFESS,in,,0,0,0,https://x.com/undefined/status/1386587586131480579,1245317135221440512,,Negatif,
1384856094011428865,Wed Apr 21 13:06:36 +0000 2021,0,Sudah 9 jam internet/TV First Media mati di Pondok Hijau Bekasi. Sangat mengganggu WfH. Apa jawabmu @FirstMediaCares ?,1384856094011428865,,,in,,0,3,0,https://x.com/undefined/status/1384856094011428865,1159119302491951104,,Negatif,ganggu
1384807735456256000,Wed Apr 21 09:54:27 +0000 2021,0,@FirstMediaCares 1029 8318 area bekasi timur.. . dr jam.10pagi first media down Miris setiap bulan begini terus... Ambyarr...first media ambyar Buruan benerin donggg....,1384807735456256000,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1384807735456256000,1350370554306412544,,Negatif,down
1383754305832853512,Sun Apr 18 12:08:30 +0000 2021,0,First Media bekasi parah bgt dr kmrn gue disini gangguan ga selesai2 kata mertua udah seminggu kaya gini. Kl di Ciledug semenjak gue upgrade paket udah ga pernah gangguan.,1383754305832853512,,,in,,0,0,0,https://x.com/undefined/status/1383754305832853512,2345093444,,Negatif,gangguan
1378989127606038528,Tue Apr 06 01:04:12 +0000 2021,0,@FirstMediaCares @DelviSafitri2 mohon dibantu kirim teknisi please.... First Media Saya Lampu Merah LOS kedip-kedip WIFI dan TV gak berfungsi no kontrak : 11288664 Grand Wisata Bekasi,1379238478307680256,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1379238478307680256,786474860,,Negatif,
1378989127606038528,Tue Apr 06 01:02:37 +0000 2021,1,@FirstMediaCares @piyu221014 Mohon dibantu please.... First Media Saya Lampu Merah LOS kedip-kedip WIFI dan TV gak berfungsi no kontrak : 11288664 Grand Wisata Bekasi,1379238078552756226,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1379238078552756226,786474860,,Negatif,
1377189312140222467,Wed Mar 31 09:21:33 +0000 2021,0,ya Allah ada nggak sih internet yg bagus di bekasi selatain indihome sama first media udah emosi bgt ama first media ampe nggak bisa ngapa2in ini,1377189312140222467,,,in,,0,1,0,https://x.com/undefined/status/1377189312140222467,69570020,,Positif,bagus
1373149288700682240,Sat Mar 20 05:47:56 +0000 2021,0,@FirstMediaCares Halo min first media lagi error kah? Dari pagi ga connect pekerjaan jadi terganggu. Area harapan baru bekasi barat. Thx,1373149288700682240,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1373149288700682240,1181182338,,Negatif,error
1371653958763094018,Tue Mar 16 02:46:02 +0000 2021,0,@FirstMediaCares Admin tlg dibantu dg. Krn sy msh WFH jd prlu connect ke drive komputer kntr. Knp di sy tdk bs sementara di rmh ade sy yg di kota lagenda bekasi bs connect. Padahal kita sama-sama pakai first media internetnya. ID first media sy 10798897. Terima kasih. https://t.co/aNHMlWnmgo,1371653958763094018,https://pbs.twimg.com/media/EwkYASSU8AEQpXd.jpg,FirstMediaCares,in,,0,2,0,https://x.com/undefined/status/1371653958763094018,710722004,,Negatif,lag
1365937481506426886,Sun Feb 28 08:10:48 +0000 2021,0,@FirstMediaCares ID First media 11445212 sudah 4 hari Internetnya mati apakah seluruh bekasi down?,1365937481506426886,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1365937481506426886,69593376,,Negatif,down
1365285612291452929,Fri Feb 26 16:14:44 +0000 2021,1,@FirstMediaCares Slmt malam sdh 24 jam area wilayah bekasi Timur internet off total (Wifi offline) sejak dini hari tgl.26 Feb 2021 sdh laporan ke CSO first media dgn ID laporan 15856137 15844916 dan 15844891 ttp blm ada titik terang &amp; internet &amp; TV masih offline tolong bgm tggung jwb firstmedia,1365334494249553923,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1365334494249553923,1123776653744910336,,Negatif,
1365333516062351360,Fri Feb 26 16:10:51 +0000 2021,0,@FirstMediaCares sdh 24 jam area wilayah bekasi Timur internet off total(Wifi offline) sejak dini hari tgl.26 Feb 2021 sdh laporan ke CSO first media dgn no laporan 15856137 15844916 dan 15844891 ttp blm ada titik terang internet &amp; TV masih offline bgm tggung jwb kpd pelanggan?,1365333516062351360,,FirstMediaCares,in,,0,2,0,https://x.com/undefined/status/1365333516062351360,1123776653744910336,,Negatif,
1365281364409344009,Fri Feb 26 12:43:37 +0000 2021,0,@FirstMediaCares hallo First media Internet saya sudah mati atau outage sudah 2 hari( Bekasi Barat Jakasampurna) dan saya pasti pindah ke provider lain dalam waktu dekat ini saya mau balikin router dan segala macemnya gimana?,1365281364409344009,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1365281364409344009,69593376,,Negatif,
1363514123552624643,Mon Feb 22 03:32:27 +0000 2021,0,@Avdiedar Untung di bekasi gue pakenya first media die:(,1363693108190322689,,Avdiedar,in,,0,0,0,https://x.com/undefined/status/1363693108190322689,261140867,,Negatif,
1360065019174555648,Fri Feb 12 03:15:44 +0000 2021,0,@FirstMediaCares sudah 5 hari internet di wilayah Kelurahan Jatimakmur Kecamatan Pondok Gede Kota Bekasi On-Off. Hari Kamis dan Jumat (11 &amp; 12 Feb 2021) Internet dan TV malah OFF Total. Bagaimana First Media kenapa belum ada perbaikan juga?,1360065019174555648,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1360065019174555648,778503054731546624,,Negatif,
1358907145400373252,Mon Feb 08 22:34:45 +0000 2021,0,@FirstMediaCares @FirstMediaCares first media..apakah lagi ada gangguan di perumahan puri gading alam raya 2 kota bekasi. (ID 10841019),1358907145400373252,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1358907145400373252,1497476515,,Negatif,gangguan
1356930603111735301,Wed Feb 03 11:40:40 +0000 2021,0,@FirstMediaCares Aneh kenapa ya skrg ini jaringan first media sering putus di wilayah Bekasi. No. 10623092. Ini sudah 1 jam putus termasuk TV juga....,1356930603111735301,,FirstMediaCares,in,,0,2,0,https://x.com/undefined/status/1356930603111735301,1345698894030675969,,Negatif,
1355167816840695823,Fri Jan 29 16:20:54 +0000 2021,8,@ernestprakasa Pdhl gue pake first media di bekasi selatan lancar jaya bertahun2 sih. Mungkin emg beda2 aja kali ya tiap daerah. Gpp lah ya itung2 engagement di bully netizen tu ,1355189185863319552,,,in,,0,0,0,https://x.com/undefined/status/1355189185863319552,1343931901589901312,,Positif,lancar
1352583381565902849,Fri Jan 22 11:46:22 +0000 2021,0,@FirstMediaCares Kenapa ya di daerah kami Mustikajaya Kota Bekasi sdh 2 hari ini sejak hari kamis 21 jan 2021 jaringan internet dan TV kabel first media selalu MATI TOTAL mulai jam 14 siang sampai malam hari ?????,1352583381565902849,,FirstMediaCares,in,,0,2,0,https://x.com/undefined/status/1352583381565902849,1345698894030675969,,Negatif,
1351705830735794178,Wed Jan 20 01:39:18 +0000 2021,0,FUCKIN' FIRST MEDIA AAAAAAAA SARANIN DONG WIFI BAGUS DI BEKASI + POIN KLO ADA TV NYA,1351705830735794178,,,in,,0,3,0,https://x.com/undefined/status/1351705830735794178,3065659009,,Positif,bagus
1351162103198052354,Mon Jan 18 13:38:43 +0000 2021,0,@FirstMediaCares first media region Bekasi Utara kenapa lagi nih?,1351162103198052354,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1351162103198052354,281014662,,Negatif,lag
1349322168002232320,Wed Jan 13 11:47:28 +0000 2021,0,@FirstMediaCares min first media daerah mustika jaya bekasi lagi gangguan apa gimana?,1349322168002232320,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1349322168002232320,1118917706747482113,,Negatif,gangguan
1349293910611279874,Wed Jan 13 09:55:11 +0000 2021,0,Sudah 1 jam internet First Media OFF di Pondok Hijau Bekasi Timur. Bagaimana ini @FirstMediaCares ?,1349293910611279874,,,in,,0,1,0,https://x.com/undefined/status/1349293910611279874,1159119302491951104,,Negatif,
1339129692322852865,Mon Dec 28 10:59:12 +0000 2020,0,@secgron First Media gmn? Rumah baru saya di Bekasi baru masuk Indihome dan FM nggak ada pilihan lain.. ,1343511813564977154,,secgron,in,,0,0,0,https://x.com/undefined/status/1343511813564977154,39471207,,Negatif,
1343152594718375938,Sun Dec 27 11:16:08 +0000 2020,0,@DeDe88825856 Hi First People untuk alamat Perum Puri Lestari Cibitung Bekasi sudah terjangkau jaringan First Media. Infokan Blok dan nomor rumahnya agar kami cek lebih lanjut. Tks ^RQ,1343153689431699456,,DeDe88825856,in,,0,1,0,https://x.com/undefined/status/1343153689431699456,155787551,,Negatif,
1343088510882856968,Sun Dec 27 07:20:58 +0000 2020,0,@wiroS4ever @MyRepublicID @BiznetHome @IndiHome Hi First People untuk daerah Pondok Gede Bekasi sudah terdapat jaringan First Media. Mohon infokan alamat lengkapnya ke DM agar kami cek lebih lanjut. Tks ^RQ,1343094507143745536,,wiroS4ever,in,,0,0,0,https://x.com/undefined/status/1343094507143745536,155787551,,Negatif,
1336574740207525888,Wed Dec 09 07:33:45 +0000 2020,0,@FirstMediaCares pak dan ibu first media wilayah Bekasi Utara gak bs konek internet dari pagi. Tolong di bantu . Tks,1336574740207525888,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1336574740207525888,72275848,,Negatif,
1334320335487815681,Thu Dec 03 02:19:36 +0000 2020,0,@ayu_kudo Selamat Pagi First People mhn maaf atas ketidaknyamanan ya. Saat ini area KOMPLEK BEKASI JAYA INDAH DANITA sdg mengalami perbaikan jaringan First Media saat ini team teknisi kami sedang melakukan perbaikan agar problem tersebut dapat segera kembali normal. (1/2) ^sya,1334321357237014530,,ayu_kudo,in,,0,0,0,https://x.com/undefined/status/1334321357237014530,155787551,,Positif,aman
1332880830545285121,Sun Nov 29 02:55:28 +0000 2020,1,@FirstMediaCares mohon dibantu saya tidak jadi berlangganan first media Nama: NUR ASIAH alamat: graha harapan asri blok A7 no 07 mustika jaya kotamadya Bekasi 17158 Email: n288554@gmail.com No hp: 085157888993 Mohon dicancel data saya saya sudah pasang Indihome. Terimakasih,1332880830545285121,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1332880830545285121,1332879549240012801,,Negatif,
1332668978590728193,Sat Nov 28 12:53:38 +0000 2020,0,Sering sekali TV/Internet @FirstMediaCares Off di Pondok Hijau Bekasi Timur. Kenapa First Media pelayanannya buruk seperti ini?,1332668978590728193,,,in,,0,1,0,https://x.com/undefined/status/1332668978590728193,1159119302491951104,,Negatif,buruk
1332313209747906560,Fri Nov 27 14:07:40 +0000 2020,0,@citrailmii buat make sure kondisi first media terkini kita sambung kan ke rakyat bekasi haloo @laksitalaras ,1332325217964683264,,citrailmii,in,,0,0,0,https://x.com/undefined/status/1332325217964683264,79112718,,Negatif,
1331884654014595072,Thu Nov 26 09:03:27 +0000 2020,0,@maminyafabian Selamat Sore First People mhn maaf atas ketidaknyamanan ya. Saat ini area BEKASI TIMUR REGENCY mengalami perbaikan jaringan First Media saat ini team teknisi kami sedang melakukan perbaikan agar problem tersebut dapat segera kembali normal. (1/2) ^sya,1331886273682841600,,Dwibukandua,in,,0,0,0,https://x.com/undefined/status/1331886273682841600,155787551,,Positif,aman
1331860243706331136,Thu Nov 26 07:20:01 +0000 2020,0,omaigat omaiwow biznet udah masuk bekasi apakah ini pertanda the end of first media di rumah gue,1331860243706331136,,,in,,0,0,0,https://x.com/undefined/status/1331860243706331136,715512468269707265,,Negatif,
1330268712516145153,Sat Nov 21 21:55:50 +0000 2020,0,Mohon bantu First media Error di Bekasi..,1330268712516145153,,,in,,0,0,0,https://x.com/undefined/status/1330268712516145153,1330267038288326659,,Negatif,error
1329325436719964160,Thu Nov 19 07:27:36 +0000 2020,0,@FirstMediaCares mohon informasi first media daerah perumahan alinda kencana bekasi utara internetNya sedari pagi gak connect. Terima kasih,1329325436719964160,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1329325436719964160,115968016,,Negatif,
1327102639855730689,Fri Nov 13 04:15:00 +0000 2020,0,@FirstMediaCares pak / Bu first media gangguan jaringan dari subuh smpe sekarang utk daerah Bekasi Utara belum selesai jugaaaaaa ?,1327102639855730689,,FirstMediaCares,in,,0,2,0,https://x.com/undefined/status/1327102639855730689,72275848,,Negatif,gangguan
1327024047645835264,Thu Nov 12 23:02:42 +0000 2020,0,@FirstMediaCares Hi min saya mau coba cek ketersediaan first media di area saya by website tapi tidak bisa mohon bantuannya untuk dicek apakah gang mawar VII Padurenan Bekasi sudah tercoverage jaringan? Saya ingin melakukan pemasangan wifi,1327024047645835264,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1327024047645835264,107396979,,Negatif,
1325076791900303363,Sat Nov 07 15:47:01 +0000 2020,0,@talithazgt *org first media di Bekasi,1325102466090692609,,talithazgt,in,,0,0,0,https://x.com/undefined/status/1325102466090692609,174977731,,Negatif,
1323952093288255488,Wed Nov 04 23:21:50 +0000 2020,0,@FirstMediaCares Kak kan saya ada ujian nih pagi ini tapi masalahnya jaringan first media lgi jelek bgt gimana nih kak? Udh degdegan mau ujian ditambah degdegan gabisa ujian krna jaringan wifi bermasalah setiap ujan pasti gtu padahal cuma gerimis mohon ya kak kebijakannya -kab. Bekasi tambun,1324129761153613824,,FirstMediaCares,in,,0,4,0,https://x.com/undefined/status/1324129761153613824,1176371871794642944,,Negatif,jelek
1324048894469156864,Wed Nov 04 18:00:30 +0000 2020,0,Hallo admin sy mau info bahwa sy mau tutup/cabut first media internet maupun TV cable. Lokasi sy di bekasi selatan. Bagaimana caranya?,1324048894469156864,,,in,,0,0,0,https://x.com/undefined/status/1324048894469156864,181984320,,Negatif,
1323851965013532672,Wed Nov 04 04:57:59 +0000 2020,0,Apa First Media di daerah Bintara Bekasi Baratvsdng bermasalah? Dr pk 07.00 hr ini tidak nyala di rumah saya @FirstMediaCares,1323851965013532672,,,in,,0,1,0,https://x.com/undefined/status/1323851965013532672,163741296,,Negatif,
1296663375162695681,Fri Aug 21 04:20:14 +0000 2020,0,@FirstMediaCares Ini daerah jatimakmur bekasi kok koneksinya putus putus trs ya trs sekarang koneksinya terputus gabisa tolong dong first media gmn ini banyak tugas juga,1296663375162695681,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1296663375162695681,949415659,,Negatif,
1296333989246988289,Thu Aug 20 08:18:31 +0000 2020,0,@FirstMediaCares @cromsil Selamat sore. Mau tanya jaringan first media di Bekasi apa lagi gangguan semua? Dari pagi wifi nya ga bisa saluran tv jg gabisa.,1296360956142878721,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1296360956142878721,945184244497768448,,Negatif,gangguan
1294155872654864384,Fri Aug 14 06:16:18 +0000 2020,0,@FirstMediaCares tolong ka first media jaringannya utk wilayah Bekasi Utara ka. Ada kendala internet ga nyalaa. Makasi,1294155872654864384,,FirstMediaCares,in,,0,2,0,https://x.com/undefined/status/1294155872654864384,72275848,,Negatif,
1294068643467161601,Fri Aug 14 00:29:41 +0000 2020,1,@FirstMediaCares ERROR LAGI NIH FIRST MEDIA KENAPA? PERUMNAS 2 BEKASI ID :11433767,1294068643467161601,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1294068643467161601,1225621551111786496,,Negatif,error
1293532686028480512,Wed Aug 12 12:59:59 +0000 2020,0,Ada yang tau ngga wifi bagus untuk daerah Bekasi Timur selain Indihome &amp; First Media ? :(,1293532686028480512,,,in,,0,0,0,https://x.com/undefined/status/1293532686028480512,1288140831153459201,,Positif,bagus
1291597872589242368,Fri Aug 07 04:51:44 +0000 2020,0,@FirstMediaCares kenapa mati lg koneksi internetnya first media area wisma jaya bekasi timur. Tlng di aktifkan skrng juga!!,1291597872589242368,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1291597872589242368,274884424,,Negatif,
1288270132507107328,Wed Jul 29 00:28:29 +0000 2020,0,@FirstMediaCares Mau tanya kak apakah ada issue di bekasi first media tidak boleh numpang ke tiang PLN ?? Mohon jawabannya terima kasih,1288270132507107328,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1288270132507107328,1288269044206845952,,Negatif,
1287688882633322498,Mon Jul 27 09:58:48 +0000 2020,0,@FirstMediaCares min mau tanya dong... First media untuk daerah tarumajaya bekasi kok down ya.. Udah dr siang ga bisa di gunakan min,1287688882633322498,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1287688882633322498,1146351580314103808,,Negatif,down
1286934952030793728,Sun Jul 26 10:11:23 +0000 2020,0,@FirstMediaCares @Haryadi42008202 Apa jalan sultan agung bekasi barat ada layanan first media? Kalo ada boleh minta cp salesnya buat nanya²?,1287329663870615552,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1287329663870615552,250149372,,Negatif,
1285088472164794368,Mon Jul 20 05:45:42 +0000 2020,0,Kenapa nih wilayah bekasi Utara error terus dari pagi wifi first media nya @FirstMediaCares,1285088472164794368,,,in,,0,1,0,https://x.com/undefined/status/1285088472164794368,281014662,,Negatif,error
1284461653266796548,Sat Jul 18 12:14:56 +0000 2020,0,@FirstMediaCares First media di rumah saya lambat bgt min.. apalagi kalo malem makin lambat. Mau nonton drakor aja kelamaan nunggu bufferingnya drpd nonton nya daerah Bekasi Barat,1284461653266796548,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1284461653266796548,201596047,,Negatif,lambat
1282441849060225024,Sun Jul 12 22:28:58 +0000 2020,0,@FirstMediaCares hai Saya sudah berlanganan firstmedia di bekasi. Saya pindah rumah ke cawang jakarta timur apakah bisa layanan first media dipindahkan juga?,1282441849060225024,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1282441849060225024,1282440116082864128,,Negatif,
1279314861768339457,Sat Jul 04 07:23:26 +0000 2020,0,@FirstMediaCares min first media gangguan lagi ya buat daerah bekasi? Huh gangguan mulu. Lama-lama jadi gangguan sinyal disolder,1279314861768339457,,FirstMediaCares,in,,0,2,0,https://x.com/undefined/status/1279314861768339457,2653449272,,Negatif,gangguan
1279078894792880128,Fri Jul 03 15:45:47 +0000 2020,0,Ternyata biznet juga suka kacrut sinyalnya. Ternyata gue pengguna 3 provider wifi indihome di sibolga first media di ciputat biznet di bekasi. Btw indihome lancar loh di sibolga sih tapi wakakaka,1279078894792880128,,,in,,0,0,0,https://x.com/undefined/status/1279078894792880128,63392737,,Positif,lancar
1277598848609685504,Mon Jun 29 13:44:36 +0000 2020,0,@FirstMediaCares halo first media. Tolong dicek dong apa ada gangguan di area kranggan permai jatisampurna bekasi karna sudah 5 hari ini koneksi putus2 terus sangat mengganggu. Id pel 10714196. Thanks,1277598848609685504,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1277598848609685504,110287040,,Negatif,gangguan
1276718059458191363,Sat Jun 27 03:24:40 +0000 2020,0,@FirstMediaCares halo apakah coverage area first media sudah menjangkau di daerah duta harapan bekasi? Saya ingin berlangganan layanan first media,1276718059458191363,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1276718059458191363,44902698,,Negatif,
1276233713874018307,Thu Jun 25 19:20:03 +0000 2020,0,#CariAlamat Alamat First Media Bekasi Selatan Bekasi https://t.co/G1NWefHWUi,1276233713874018307,,,in,,0,0,0,https://x.com/undefined/status/1276233713874018307,270214454,,Negatif,
1275613853217288192,Wed Jun 24 02:16:57 +0000 2020,0,@FirstMediaCares hallo first media ini wifi di tempat sy di taman galaksi bekasi selatn kok mati ya?lampu hny nyal1.tolong dibantu.makasih,1275613853217288192,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1275613853217288192,1249517449428393984,,Positif,aman
1275292067116183552,Tue Jun 23 05:13:46 +0000 2020,0,@YukiF09 Hi First People Mohon maaf untuk alamat Ujung harapan gg al ikhlas no 1 bahagia kec.babelan bekasi 17610 belum tercover jaringan First Media ya Tks ^Sth,1275295965214171136,,YukiF09,in,,0,1,0,https://x.com/undefined/status/1275295965214171136,155787551,,Negatif,
1274792187264290816,Sun Jun 21 19:51:56 +0000 2020,0,@FirstMediaCares first media belum ada pemerataan jaringan kah? Untuk alamat : JL. TAHIR GG.KHARISMA 1 RT.002 RW.011 NO.69 KEL.KRANJI KEC.BEKASI BARAT KOTA. BEKASI 17135,1274792187264290816,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1274792187264290816,1250638042433376256,,Negatif,
1274696983186296832,Sun Jun 21 13:33:38 +0000 2020,0,@FirstMediaCares selamat malam ini first Media saya kenapa tidak bisa dipakai internetan dari tadi pagi ya? Apakah sedang ada gangguan jaringan di lingkungan saya atau gimana? (Perumahan bekasi jaya indah utama) https://t.co/Aig2Ll773O,1274696983186296832,https://pbs.twimg.com/media/EbCiIikUEAEGoO4.jpg,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1274696983186296832,977893296843325440,,Negatif,gangguan
1268032440422920194,Sat Jun 13 22:35:29 +0000 2020,0,@FirstMediaCares Selamat pagi First Media terima kasih responsnya kami siap menunggu di jam tersebut.alamat :Pondok Ungu Permai sektor 5 blok O 2 no.11 Rt.08/Rw.027 Kelurahan Bahagia Babelan Bekasi utara. Telpon/WA. Yulianto .0812.1924.3627,1271934242688126981,,FirstMediaCares,in,,0,3,0,https://x.com/undefined/status/1271934242688126981,1271792896149053443,,Negatif,
1271088177407602690,Thu Jun 11 14:33:31 +0000 2020,0,@FirstMediaCares Halo First media Kenapa yaa jaringan internet saya dari sore tidak bisa digunakan. Apakah sedang ada gangguan jaringan di daerah Tambun Kab.Bekasi ?,1271088177407602690,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1271088177407602690,2878814826,,Negatif,gangguan
1268878564113256448,Fri Jun 05 12:13:18 +0000 2020,0,@FirstMediaCares Saya pelanggan First media di Lippo cikarang Bekasi. Sdh 2jam dalam gangguan internet. Mohon info kapan kembali normal. Thanks,1268878564113256448,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1268878564113256448,393289613,,Negatif,gangguan
1268459090323181568,Thu Jun 04 08:26:28 +0000 2020,0,@FirstMediaCares izin pak / ibu first media tolong di bantu internet gak ada koneksi dari semalem di daerah bekasi. Sy kebetulan lagi gak nunggak tagihan ini ya no pelanggannya 10141933. Tolong di bantu. Terimakasih,1268459090323181568,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1268459090323181568,72275848,,Negatif,lag
1268183196937515008,Thu Jun 04 04:00:23 +0000 2020,0,@reyzabrenda_ @AbinyaNajla @masgoem @Just_Ab1 @revhan Lancar jaya dirumah pakai First Media kalau streaming baik Mola Tv ataupun Netflix. Ada rencana pindah ke Bekasi Za?? Hehehe,1268392127064469504,,reyzabrenda_,in,,0,1,0,https://x.com/undefined/status/1268392127064469504,1186436239307657216,,Positif,lancar
1267771273708535809,Wed Jun 03 04:25:08 +0000 2020,0,@detikcom @detikinet Betuuulll first media dan xl di bekasi lancar jaya,1268035968042500096,,detikcom,in,,0,0,0,https://x.com/undefined/status/1268035968042500096,80217263,,Positif,lancar
1265147176990064640,Tue May 26 05:06:06 +0000 2020,0,@FirstMediaCares sy pelanggan atas nama Eni Wachyunah. Box internet sering error. Jaringannya pun demikian. Tinggal di daerah Jatimulya Bekasi. Kalau mau copot internet first media bagaimana prosedurnya?,1265147176990064640,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1265147176990064640,74992914,,Negatif,error
1263007571390021632,Wed May 20 07:24:05 +0000 2020,0,@FirstMediaCares Selamat siang first media saya ex pelanggan first media no ID 10243904 alamat di Telaga mas B1A no 30 Duta Harapan Bekasi Utara menginfokan bhw saya sudh tidak berlangganan FM swjak April 2020,1263007571390021632,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1263007571390021632,191719161,,Negatif,lag
1262736226081058818,Tue May 19 13:25:51 +0000 2020,0,@FirstMediaCares min untuk di cluster nirwana residence 3 Jl. Kp. Bulu Setiamekar Kec. Tambun Sel. Bekasi Jawa Barat 17510 apakah layanan first media tersedia?,1262736226081058818,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1262736226081058818,205057355,,Negatif,
1260883918741356544,Thu May 14 10:45:26 +0000 2020,2,first media down seminggu sekali indihome jarang down lelet doang tapi pas wfh ini parah dropnya sekian laporan dari bekasi,1260883918741356544,,,in,,0,1,0,https://x.com/undefined/status/1260883918741356544,93882850,,Negatif,parah
1259158766982856704,Sat May 09 16:45:52 +0000 2020,0,@nawabikaiz @FirstMediaSby First media eror juga di bekasi beb,1259162684974436353,,nawabikaiz,in,,0,1,0,https://x.com/undefined/status/1259162684974436353,2268503546,,Negatif,
1257093774968156160,Sun May 03 23:44:46 +0000 2020,0,@FirstMediaCares halo mau tanya apa First media belum masuk wilayah Jl. Raflesia Perwira Bekasi Utara ya ?,1257093774968156160,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1257093774968156160,60045373,,Negatif,
1256169889846312961,Fri May 01 10:33:34 +0000 2020,0,@FirstMediaCares kepada first media saya ingin mengajukan pengaduan dengan nomer id 11279008 atas nama Gery Oktaviani sebenarnya tadi tehnisinya uda Dateng bernama rijal dan fikri dari Bekasi jati asih cuma internet saya di ceknya nggak tuntas belum selesai taunya di tinggal aj,1256169889846312961,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1256169889846312961,1186548072433610757,,Negatif,
1255843155406016513,Thu Apr 30 12:55:15 +0000 2020,0,@FirstMediaCares punten mas/mba ini kenapa ya wifi saya teh gak bisa nyala? dari kemaren loh sampe saya beli kuota. btw saya ada di daerah bekasi utara kecamatan babelan. tolong banget dijawab ya bingung aing ngadepin first media lama lama. lemot mulu padahal udah dibayar,1255843155406016513,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1255843155406016513,1143064663191515136,,Negatif,lemot
1254423740462460931,Sun Apr 26 14:55:00 +0000 2020,1,FIRST MEDIA WORLD Jadikan anda prioritas untuk mendapatkan diskon 25% Segera daftarkan sekarang Info &amp; Registrasi : 0889 650 5599 #photooftheday #photoeveryday #bestoftheday #firstmedia #internet #wifi #homecable #tvkabel #tiktok #indonesia #jakarta #bekasi #tengerang # https://t.co/bImLPPlxnA,1254423740462460931,https://pbs.twimg.com/media/EWibu5dU0AMQ8UU.jpg,,in,,0,0,0,https://x.com/undefined/status/1254423740462460931,236340337,,Promosi,diskon
1253608414531317760,Fri Apr 24 08:55:11 +0000 2020,0,@FirstMediaCares sore min. Mau tanya di daerah Bekasi sudah ter cover jaringan first media belum ya?,1253608414531317760,,FirstMediaCares,in,,0,0,0,https://x.com/undefined/status/1253608414531317760,2650965157,,Negatif,
1252885588027428864,Wed Apr 22 12:17:47 +0000 2020,0,@kanandasurya Indihome di bekasi utara terpantau aman. Dulu pake first media 4 tahun hampir tiap bulan ada gangguan,1252934623677386754,,kanandasurya,in,,0,1,0,https://x.com/undefined/status/1252934623677386754,64125259,,Negatif,gangguan
1252168160599396360,Mon Apr 20 09:40:55 +0000 2020,0,@Cempaka_arm Wkwk temen gw rame ini soal first media kemaren di bekasi,1252170370724974592,,,in,,0,0,0,https://x.com/undefined/status/1252170370724974592,207935734,,Negatif,
